,Unnamed: 0,Date,Address,Species,Block,Street,Trap,AddressNumberAndStreet,Latitude,Longitude,AddressAccuracy,NumMosquitos,WnvPresent,Tmax,Tmin,Tavg,DewPoint,WetBulb,Heat,Cool,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,RA_yes,BR_yes,TS_yes,HZ_yes,DZ_yes,Sunset,Sunrise
5753,5753,2009-09-17,"2200 North Cannon Drive, Chicago, IL 60614, USA",CULEX RESTUANS,22, N CANNON DR,T054,"2200  N CANNON DR, Chicago, IL",41.921965,-87.632085,8,1,0,71.5,52.0,61.75,51.5,56.5,3.0,0.0,0.0,29.479999542236328,30.17499923706055,3.9500000476837163,6.5,4.800000190734863,0.0,0.0,0.0,0.0,0.0,1758.0,533.0
5754,5754,2009-09-17,"2200 North Cannon Drive, Chicago, IL 60614, USA",CULEX RESTUANS,22, N CANNON DR,T054,"2200  N CANNON DR, Chicago, IL",41.921965,-87.632085,8,1,0,71.5,52.0,61.75,51.5,56.5,3.0,0.0,0.0,29.479999542236328,30.17499923706055,3.9500000476837163,6.5,4.800000190734863,0.0,0.0,0.0,0.0,0.0,1758.0,533.0
5755,5755,2009-09-17,"1700 West 95th Street, Chicago, IL 60643, USA",CULEX PIPIENS/RESTUANS,17, W 95TH ST,T094,"1700  W 95TH ST, Chicago, IL",41.720848,-87.666014,9,1,0,71.5,52.0,61.75,51.5,56.5,3.0,0.0,0.0,29.479999542236328,30.17499923706055,3.9500000476837163,6.5,4.800000190734863,0.0,0.0,0.0,0.0,0.0,1758.0,533.0
5756,5756,2009-09-17,"7500 North Oakley Avenue, Chicago, IL 60645, USA",CULEX PIPIENS/RESTUANS,75, N OAKLEY AVE,T148,"7500  N OAKLEY AVE, Chicago, IL",42.01743,-87.68776899999997,8,7,0,71.5,52.0,61.75,51.5,56.5,3.0,0.0,0.0,29.479999542236328,30.17499923706055,3.9500000476837163,6.5,4.800000190734863,0.0,0.0,0.0,0.0,0.0,1758.0,533.0
5757,5757,2009-09-17,"8900 South Carpenter Street, Chicago, IL 60620, USA",CULEX PIPIENS/RESTUANS,89, S CARPENTER ST,T159,"8900  S CARPENTER ST, Chicago, IL",41.732984,-87.649642,8,9,0,71.5,52.0,61.75,51.5,56.5,3.0,0.0,0.0,29.479999542236328,30.17499923706055,3.9500000476837163,6.5,4.800000190734863,0.0,0.0,0.0,0.0,0.0,1758.0,533.0
5758,5758,2009-09-17,"8900 South Carpenter Street, Chicago, IL 60620, USA",CULEX RESTUANS,89, S CARPENTER ST,T159,"8900  S CARPENTER ST, Chicago, IL",41.732984,-87.649642,8,1,0,71.5,52.0,61.75,51.5,56.5,3.0,0.0,0.0,29.479999542236328,30.17499923706055,3.9500000476837163,6.5,4.800000190734863,0.0,0.0,0.0,0.0,0.0,1758.0,533.0
5759,5759,2009-09-17,"3600 North Pittsburgh Avenue, Chicago, IL 60634, USA",CULEX PIPIENS/RESTUANS,36, N PITTSBURGH AVE,T011,"3600  N PITTSBURGH AVE, Chicago, IL",41.944869,-87.832763,8,11,0,71.5,52.0,61.75,51.5,56.5,3.0,0.0,0.0,29.479999542236328,30.17499923706055,3.9500000476837163,6.5,4.800000190734863,0.0,0.0,0.0,0.0,0.0,1758.0,533.0
5760,5760,2009-09-17,"3600 North Pittsburgh Avenue, Chicago, IL 60634, USA",CULEX PIPIENS,36, N PITTSBURGH AVE,T011,"3600  N PITTSBURGH AVE, Chicago, IL",41.944869,-87.832763,8,1,0,71.5,52.0,61.75,51.5,56.5,3.0,0.0,0.0,29.479999542236328,30.17499923706055,3.9500000476837163,6.5,4.800000190734863,0.0,0.0,0.0,0.0,0.0,1758.0,533.0
5761,5761,2009-09-17,"7200 North Oketo Avenue, Chicago, IL 60631, USA",CULEX PIPIENS/RESTUANS,72, N OKETO AVE,T016,"7200  N OKETO AVE, Chicago, IL",42.011601,-87.81150600000002,8,9,0,71.5,52.0,61.75,51.5,56.5,3.0,0.0,0.0,29.479999542236328,30.17499923706055,3.9500000476837163,6.5,4.800000190734863,0.0,0.0,0.0,0.0,0.0,1758.0,533.0
5762,5762,2009-09-17,"7200 North Oketo Avenue, Chicago, IL 60631, USA",CULEX RESTUANS,72, N OKETO AVE,T016,"7200  N OKETO AVE, Chicago, IL",42.011601,-87.81150600000002,8,1,0,71.5,52.0,61.75,51.5,56.5,3.0,0.0,0.0,29.479999542236328,30.17499923706055,3.9500000476837163,6.5,4.800000190734863,0.0,0.0,0.0,0.0,0.0,1758.0,533.0
5763,5763,2009-09-17,"7200 North Oketo Avenue, Chicago, IL 60631, USA",CULEX PIPIENS,72, N OKETO AVE,T016,"7200  N OKETO AVE, Chicago, IL",42.011601,-87.81150600000002,8,1,0,71.5,52.0,61.75,51.5,56.5,3.0,0.0,0.0,29.479999542236328,30.17499923706055,3.9500000476837163,6.5,4.800000190734863,0.0,0.0,0.0,0.0,0.0,1758.0,533.0
5764,5764,2009-09-17,"5800 North Western Avenue, Chicago, IL 60659, USA",CULEX PIPIENS/RESTUANS,58, N WESTERN AVE,T028,"5800  N WESTERN AVE, Chicago, IL",41.986921,-87.689778,9,2,0,71.5,52.0,61.75,51.5,56.5,3.0,0.0,0.0,29.479999542236328,30.17499923706055,3.9500000476837163,6.5,4.800000190734863,0.0,0.0,0.0,0.0,0.0,1758.0,533.0
5765,5765,2009-09-17,"1400 North Sacramento Avenue, Chicago, IL 60622, USA",CULEX PIPIENS/RESTUANS,14, N HUMBOLDT DR,T033,"1400  N HUMBOLDT DR, Chicago, IL",41.906638,-87.701431,9,4,0,71.5,52.0,61.75,51.5,56.5,3.0,0.0,0.0,29.479999542236328,30.17499923706055,3.9500000476837163,6.5,4.800000190734863,0.0,0.0,0.0,0.0,0.0,1758.0,533.0
5766,5766,2009-09-17,"1400 North Sacramento Avenue, Chicago, IL 60622, USA",CULEX PIPIENS,14, N HUMBOLDT DR,T033,"1400  N HUMBOLDT DR, Chicago, IL",41.906638,-87.701431,9,1,0,71.5,52.0,61.75,51.5,56.5,3.0,0.0,0.0,29.479999542236328,30.17499923706055,3.9500000476837163,6.5,4.800000190734863,0.0,0.0,0.0,0.0,0.0,1758.0,533.0
5767,5767,2009-09-17,"South Vincennes Avenue, Chicago, IL, USA",CULEX PIPIENS,10, S VINCENNES,T089,"1000  S VINCENNES, Chicago, IL",41.723195,-87.64997,5,3,0,71.5,52.0,61.75,51.5,56.5,3.0,0.0,0.0,29.479999542236328,30.17499923706055,3.9500000476837163,6.5,4.800000190734863,0.0,0.0,0.0,0.0,0.0,1758.0,533.0
5768,5768,2009-09-17,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",CULEX PIPIENS/RESTUANS,11, S ASHLAND AVE,T090,"1100  S ASHLAND AVE, Chicago, IL",41.868077,-87.666901,9,39,0,71.5,52.0,61.75,51.5,56.5,3.0,0.0,0.0,29.479999542236328,30.17499923706055,3.9500000476837163,6.5,4.800000190734863,0.0,0.0,0.0,0.0,0.0,1758.0,533.0
5769,5769,2009-09-17,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",CULEX RESTUANS,11, S ASHLAND AVE,T090,"1100  S ASHLAND AVE, Chicago, IL",41.868077,-87.666901,9,6,0,71.5,52.0,61.75,51.5,56.5,3.0,0.0,0.0,29.479999542236328,30.17499923706055,3.9500000476837163,6.5,4.800000190734863,0.0,0.0,0.0,0.0,0.0,1758.0,533.0
5770,5770,2009-09-17,"4200 West 127th Street, Alsip, IL 60803, USA",CULEX PIPIENS/RESTUANS,42, W 127TH PL,T135,"4200  W 127TH PL, Chicago, IL",41.662014,-87.72460799999998,8,3,0,71.5,52.0,61.75,51.5,56.5,3.0,0.0,0.0,29.479999542236328,30.17499923706055,3.9500000476837163,6.5,4.800000190734863,0.0,0.0,0.0,0.0,0.0,1758.0,533.0
5771,5771,2009-09-17,"4200 West 127th Street, Alsip, IL 60803, USA",CULEX PIPIENS,42, W 127TH PL,T135,"4200  W 127TH PL, Chicago, IL",41.662014,-87.72460799999998,8,3,0,71.5,52.0,61.75,51.5,56.5,3.0,0.0,0.0,29.479999542236328,30.17499923706055,3.9500000476837163,6.5,4.800000190734863,0.0,0.0,0.0,0.0,0.0,1758.0,533.0
5772,5772,2009-09-17,"Chicago, IL, USA",CULEX PIPIENS/RESTUANS,43, N ASHLAND AVE OVERPASS,T145,"4300  N ASHLAND AVE OVERPASS, Chicago, IL",41.878114,-87.629798,3,2,0,71.5,52.0,61.75,51.5,56.5,3.0,0.0,0.0,29.479999542236328,30.17499923706055,3.9500000476837163,6.5,4.800000190734863,0.0,0.0,0.0,0.0,0.0,1758.0,533.0
5773,5773,2009-09-17,"2800 North Francisco Avenue, Chicago, IL 60618, USA",CULEX PIPIENS/RESTUANS,28, N FRANCISCO AVE,T147,"2800  N FRANCISCO AVE, Chicago, IL",41.932094,-87.700117,8,1,0,71.5,52.0,61.75,51.5,56.5,3.0,0.0,0.0,29.479999542236328,30.17499923706055,3.9500000476837163,6.5,4.800000190734863,0.0,0.0,0.0,0.0,0.0,1758.0,533.0
5774,5774,2009-09-17,"2800 North Francisco Avenue, Chicago, IL 60618, USA",CULEX RESTUANS,28, N FRANCISCO AVE,T147,"2800  N FRANCISCO AVE, Chicago, IL",41.932094,-87.700117,8,2,0,71.5,52.0,61.75,51.5,56.5,3.0,0.0,0.0,29.479999542236328,30.17499923706055,3.9500000476837163,6.5,4.800000190734863,0.0,0.0,0.0,0.0,0.0,1758.0,533.0
5775,5775,2009-09-17,"2800 North Francisco Avenue, Chicago, IL 60618, USA",CULEX PIPIENS,28, N FRANCISCO AVE,T147,"2800  N FRANCISCO AVE, Chicago, IL",41.932094,-87.700117,8,1,0,71.5,52.0,61.75,51.5,56.5,3.0,0.0,0.0,29.479999542236328,30.17499923706055,3.9500000476837163,6.5,4.800000190734863,0.0,0.0,0.0,0.0,0.0,1758.0,533.0
5776,5776,2009-09-17,"7000 West Armitage Avenue, Chicago, IL 60707, USA",CULEX PIPIENS/RESTUANS,70,  W ARMITAGE AVENUE,T151,"7000   W ARMITAGE AVENUE, Chicago, IL",41.916265,-87.800515,8,16,0,71.5,52.0,61.75,51.5,56.5,3.0,0.0,0.0,29.479999542236328,30.17499923706055,3.9500000476837163,6.5,4.800000190734863,0.0,0.0,0.0,0.0,0.0,1758.0,533.0
5777,5777,2009-09-17,"7000 West Armitage Avenue, Chicago, IL 60707, USA",CULEX RESTUANS,70,  W ARMITAGE AVENUE,T151,"7000   W ARMITAGE AVENUE, Chicago, IL",41.916265,-87.800515,8,6,0,71.5,52.0,61.75,51.5,56.5,3.0,0.0,0.0,29.479999542236328,30.17499923706055,3.9500000476837163,6.5,4.800000190734863,0.0,0.0,0.0,0.0,0.0,1758.0,533.0
5778,5778,2009-09-17,"7000 West Armitage Avenue, Chicago, IL 60707, USA",CULEX PIPIENS,70,  W ARMITAGE AVENUE,T151,"7000   W ARMITAGE AVENUE, Chicago, IL",41.916265,-87.800515,8,7,0,71.5,52.0,61.75,51.5,56.5,3.0,0.0,0.0,29.479999542236328,30.17499923706055,3.9500000476837163,6.5,4.800000190734863,0.0,0.0,0.0,0.0,0.0,1758.0,533.0
5779,5779,2009-09-17,"2500 South Millard Avenue, Chicago, IL 60623, USA",CULEX PIPIENS/RESTUANS,25, S MILLARD AVE,T152,"2500  S MILLARD AVE, Chicago, IL",41.846075,-87.716277,9,19,0,71.5,52.0,61.75,51.5,56.5,3.0,0.0,0.0,29.479999542236328,30.17499923706055,3.9500000476837163,6.5,4.800000190734863,0.0,0.0,0.0,0.0,0.0,1758.0,533.0
5780,5780,2009-09-17,"2500 South Millard Avenue, Chicago, IL 60623, USA",CULEX RESTUANS,25, S MILLARD AVE,T152,"2500  S MILLARD AVE, Chicago, IL",41.846075,-87.716277,9,3,0,71.5,52.0,61.75,51.5,56.5,3.0,0.0,0.0,29.479999542236328,30.17499923706055,3.9500000476837163,6.5,4.800000190734863,0.0,0.0,0.0,0.0,0.0,1758.0,533.0
5781,5781,2009-09-17,"2500 South Millard Avenue, Chicago, IL 60623, USA",CULEX PIPIENS,25, S MILLARD AVE,T152,"2500  S MILLARD AVE, Chicago, IL",41.846075,-87.716277,9,2,0,71.5,52.0,61.75,51.5,56.5,3.0,0.0,0.0,29.479999542236328,30.17499923706055,3.9500000476837163,6.5,4.800000190734863,0.0,0.0,0.0,0.0,0.0,1758.0,533.0
5782,5782,2009-09-17,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX PIPIENS/RESTUANS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,5,0,71.5,52.0,61.75,51.5,56.5,3.0,0.0,0.0,29.479999542236328,30.17499923706055,3.9500000476837163,6.5,4.800000190734863,0.0,0.0,0.0,0.0,0.0,1758.0,533.0
5783,5783,2009-09-17,"3700 North Kedvale Avenue, Chicago, IL 60641, USA",CULEX PIPIENS/RESTUANS,37, N KEDVALE AVE,T218,"3700  N KEDVALE AVE, Chicago, IL",41.948167,-87.730698,8,11,0,71.5,52.0,61.75,51.5,56.5,3.0,0.0,0.0,29.479999542236328,30.17499923706055,3.9500000476837163,6.5,4.800000190734863,0.0,0.0,0.0,0.0,0.0,1758.0,533.0
5784,5784,2009-09-17,"3700 North Kedvale Avenue, Chicago, IL 60641, USA",CULEX RESTUANS,37, N KEDVALE AVE,T218,"3700  N KEDVALE AVE, Chicago, IL",41.948167,-87.730698,8,1,0,71.5,52.0,61.75,51.5,56.5,3.0,0.0,0.0,29.479999542236328,30.17499923706055,3.9500000476837163,6.5,4.800000190734863,0.0,0.0,0.0,0.0,0.0,1758.0,533.0
5785,5785,2009-09-17,"4500 North Campbell Avenue, Chicago, IL 60625, USA",CULEX PIPIENS/RESTUANS,45, N CAMPBELL AVE,T220,"4500  N CAMPBELL AVE, Chicago, IL",41.963976,-87.69181,9,4,0,71.5,52.0,61.75,51.5,56.5,3.0,0.0,0.0,29.479999542236328,30.17499923706055,3.9500000476837163,6.5,4.800000190734863,0.0,0.0,0.0,0.0,0.0,1758.0,533.0
5786,5786,2009-09-17,"4600 Milwaukee Avenue, Chicago, IL 60630, USA",CULEX PIPIENS/RESTUANS,46, N MILWAUKEE AVE,T003,"4600  N MILWAUKEE AVE, Chicago, IL",41.964242,-87.757639,8,1,0,71.5,52.0,61.75,51.5,56.5,3.0,0.0,0.0,29.479999542236328,30.17499923706055,3.9500000476837163,6.5,4.800000190734863,0.0,0.0,0.0,0.0,0.0,1758.0,533.0
5787,5787,2009-09-17,"4600 Milwaukee Avenue, Chicago, IL 60630, USA",CULEX PIPIENS,46, N MILWAUKEE AVE,T003,"4600  N MILWAUKEE AVE, Chicago, IL",41.964242,-87.757639,8,1,0,71.5,52.0,61.75,51.5,56.5,3.0,0.0,0.0,29.479999542236328,30.17499923706055,3.9500000476837163,6.5,4.800000190734863,0.0,0.0,0.0,0.0,0.0,1758.0,533.0
5788,5788,2009-09-17,"4600 Milwaukee Avenue, Chicago, IL 60630, USA",CULEX TERRITANS,46, N MILWAUKEE AVE,T003,"4600  N MILWAUKEE AVE, Chicago, IL",41.964242,-87.757639,8,1,0,71.5,52.0,61.75,51.5,56.5,3.0,0.0,0.0,29.479999542236328,30.17499923706055,3.9500000476837163,6.5,4.800000190734863,0.0,0.0,0.0,0.0,0.0,1758.0,533.0
5789,5789,2009-09-17,"7000 North Moselle Avenue, Chicago, IL 60646, USA",CULEX PIPIENS/RESTUANS,70, N MOSELL AVE,T008,"7000  N MOSELL AVE, Chicago, IL",42.008314,-87.77792099999998,9,6,0,71.5,52.0,61.75,51.5,56.5,3.0,0.0,0.0,29.479999542236328,30.17499923706055,3.9500000476837163,6.5,4.800000190734863,0.0,0.0,0.0,0.0,0.0,1758.0,533.0
5790,5790,2009-09-17,"6100 North Lemont Avenue, Chicago, IL 60646, USA",CULEX PIPIENS/RESTUANS,61, N LEMONT AVE,T012,"6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,8,5,0,71.5,52.0,61.75,51.5,56.5,3.0,0.0,0.0,29.479999542236328,30.17499923706055,3.9500000476837163,6.5,4.800000190734863,0.0,0.0,0.0,0.0,0.0,1758.0,533.0
5791,5791,2009-09-17,"6100 North Lemont Avenue, Chicago, IL 60646, USA",CULEX RESTUANS,61, N LEMONT AVE,T012,"6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,8,2,0,71.5,52.0,61.75,51.5,56.5,3.0,0.0,0.0,29.479999542236328,30.17499923706055,3.9500000476837163,6.5,4.800000190734863,0.0,0.0,0.0,0.0,0.0,1758.0,533.0
5792,5792,2009-09-17,"6100 North Lemont Avenue, Chicago, IL 60646, USA",CULEX PIPIENS,61, N LEMONT AVE,T012,"6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,8,1,0,71.5,52.0,61.75,51.5,56.5,3.0,0.0,0.0,29.479999542236328,30.17499923706055,3.9500000476837163,6.5,4.800000190734863,0.0,0.0,0.0,0.0,0.0,1758.0,533.0
5793,5793,2009-09-17,"1100 South California Avenue, Chicago, IL 60612, USA",CULEX PIPIENS/RESTUANS,11, S CALIFORNIA,T047,"1100  S CALIFORNIA, Chicago, IL",41.868142,-87.696269,9,1,0,71.5,52.0,61.75,51.5,56.5,3.0,0.0,0.0,29.479999542236328,30.17499923706055,3.9500000476837163,6.5,4.800000190734863,0.0,0.0,0.0,0.0,0.0,1758.0,533.0
5794,5794,2009-09-17,"1100 South California Avenue, Chicago, IL 60612, USA",CULEX RESTUANS,11, S CALIFORNIA,T047,"1100  S CALIFORNIA, Chicago, IL",41.868142,-87.696269,9,3,0,71.5,52.0,61.75,51.5,56.5,3.0,0.0,0.0,29.479999542236328,30.17499923706055,3.9500000476837163,6.5,4.800000190734863,0.0,0.0,0.0,0.0,0.0,1758.0,533.0
5795,5795,2009-09-17,"6100 West Fullerton Avenue, Chicago, IL 60639, USA",CULEX PIPIENS/RESTUANS,61, W FULLERTON AVE,T013,"6100  W FULLERTON AVE, Chicago, IL",41.923738,-87.785288,9,6,0,71.5,52.0,61.75,51.5,56.5,3.0,0.0,0.0,29.479999542236328,30.17499923706055,3.9500000476837163,6.5,4.800000190734863,0.0,0.0,0.0,0.0,0.0,1758.0,533.0
5796,5796,2009-09-17,"6100 West Fullerton Avenue, Chicago, IL 60639, USA",CULEX RESTUANS,61, W FULLERTON AVE,T013,"6100  W FULLERTON AVE, Chicago, IL",41.923738,-87.785288,9,3,0,71.5,52.0,61.75,51.5,56.5,3.0,0.0,0.0,29.479999542236328,30.17499923706055,3.9500000476837163,6.5,4.800000190734863,0.0,0.0,0.0,0.0,0.0,1758.0,533.0
5797,5797,2009-09-17,"6100 West Fullerton Avenue, Chicago, IL 60639, USA",CULEX PIPIENS,61, W FULLERTON AVE,T013,"6100  W FULLERTON AVE, Chicago, IL",41.923738,-87.785288,9,1,0,71.5,52.0,61.75,51.5,56.5,3.0,0.0,0.0,29.479999542236328,30.17499923706055,3.9500000476837163,6.5,4.800000190734863,0.0,0.0,0.0,0.0,0.0,1758.0,533.0
5798,5798,2009-09-17,"1000 North Central Park Avenue, Chicago, IL 60651, USA",CULEX RESTUANS,10, N CENTRAL PARK DR,T030,"1000  N CENTRAL PARK DR, Chicago, IL",41.89923,-87.716788,9,1,0,71.5,52.0,61.75,51.5,56.5,3.0,0.0,0.0,29.479999542236328,30.17499923706055,3.9500000476837163,6.5,4.800000190734863,0.0,0.0,0.0,0.0,0.0,1758.0,533.0
5799,5799,2009-09-17,"3300 North Rutherford Avenue, Chicago, IL 60634, USA",CULEX PIPIENS/RESTUANS,33, N RUTHERFORD AVE,T144,"3300  N RUTHERFORD AVE, Chicago, IL",41.94016,-87.794896,9,8,0,71.5,52.0,61.75,51.5,56.5,3.0,0.0,0.0,29.479999542236328,30.17499923706055,3.9500000476837163,6.5,4.800000190734863,0.0,0.0,0.0,0.0,0.0,1758.0,533.0
5800,5800,2009-09-17,"3300 North Rutherford Avenue, Chicago, IL 60634, USA",CULEX RESTUANS,33, N RUTHERFORD AVE,T144,"3300  N RUTHERFORD AVE, Chicago, IL",41.94016,-87.794896,9,3,0,71.5,52.0,61.75,51.5,56.5,3.0,0.0,0.0,29.479999542236328,30.17499923706055,3.9500000476837163,6.5,4.800000190734863,0.0,0.0,0.0,0.0,0.0,1758.0,533.0
5801,5801,2009-09-17,"1100 North Artesian Avenue, Chicago, IL 60622, USA",CULEX PIPIENS/RESTUANS,11, S ARTESIAN AVE,T160,"1100  S ARTESIAN AVE, Chicago, IL",41.903002,-87.68826700000002,8,2,0,71.5,52.0,61.75,51.5,56.5,3.0,0.0,0.0,29.479999542236328,30.17499923706055,3.9500000476837163,6.5,4.800000190734863,0.0,0.0,0.0,0.0,0.0,1758.0,533.0
5802,5802,2009-09-17,"1100 North Artesian Avenue, Chicago, IL 60622, USA",CULEX PIPIENS,11, S ARTESIAN AVE,T160,"1100  S ARTESIAN AVE, Chicago, IL",41.903002,-87.68826700000002,8,5,0,71.5,52.0,61.75,51.5,56.5,3.0,0.0,0.0,29.479999542236328,30.17499923706055,3.9500000476837163,6.5,4.800000190734863,0.0,0.0,0.0,0.0,0.0,1758.0,533.0
5803,5803,2009-09-17,"6000 West Montrose Avenue, Chicago, IL 60634, USA",CULEX PIPIENS/RESTUANS,60, W MONTROSE DR,T017,"6000  W MONTROSE DR, Chicago, IL",41.960616,-87.777189,9,1,0,71.5,52.0,61.75,51.5,56.5,3.0,0.0,0.0,29.479999542236328,30.17499923706055,3.9500000476837163,6.5,4.800000190734863,0.0,0.0,0.0,0.0,0.0,1758.0,533.0
5804,5804,2009-09-17,"6000 West Montrose Avenue, Chicago, IL 60634, USA",CULEX RESTUANS,60, W MONTROSE DR,T017,"6000  W MONTROSE DR, Chicago, IL",41.960616,-87.777189,9,1,0,71.5,52.0,61.75,51.5,56.5,3.0,0.0,0.0,29.479999542236328,30.17499923706055,3.9500000476837163,6.5,4.800000190734863,0.0,0.0,0.0,0.0,0.0,1758.0,533.0
5805,5805,2009-09-17,"3300 West 104th Street, Chicago, IL 60655, USA",CULEX PIPIENS/RESTUANS,33, W 104TH ST,T095,"3300  W 104TH ST, Chicago, IL",41.704336,-87.70373599999998,8,6,0,71.5,52.0,61.75,51.5,56.5,3.0,0.0,0.0,29.479999542236328,30.17499923706055,3.9500000476837163,6.5,4.800000190734863,0.0,0.0,0.0,0.0,0.0,1758.0,533.0
5806,5806,2009-09-17,"1700 North Pulaski Road, Chicago, IL 60639, USA",CULEX PIPIENS/RESTUANS,17, N PULASKI RD,T039,"1700  N PULASKI RD, Chicago, IL",41.911824,-87.726737,9,2,0,71.5,52.0,61.75,51.5,56.5,3.0,0.0,0.0,29.479999542236328,30.17499923706055,3.9500000476837163,6.5,4.800000190734863,0.0,0.0,0.0,0.0,0.0,1758.0,533.0
5807,5807,2009-09-17,"1700 North Pulaski Road, Chicago, IL 60639, USA",CULEX RESTUANS,17, N PULASKI RD,T039,"1700  N PULASKI RD, Chicago, IL",41.911824,-87.726737,9,1,0,71.5,52.0,61.75,51.5,56.5,3.0,0.0,0.0,29.479999542236328,30.17499923706055,3.9500000476837163,6.5,4.800000190734863,0.0,0.0,0.0,0.0,0.0,1758.0,533.0
5808,5808,2009-09-17,"1700 North Pulaski Road, Chicago, IL 60639, USA",CULEX PIPIENS,17, N PULASKI RD,T039,"1700  N PULASKI RD, Chicago, IL",41.911824,-87.726737,9,1,0,71.5,52.0,61.75,51.5,56.5,3.0,0.0,0.0,29.479999542236328,30.17499923706055,3.9500000476837163,6.5,4.800000190734863,0.0,0.0,0.0,0.0,0.0,1758.0,533.0
5809,5809,2009-09-17,"2200 West 51st Street, Chicago, IL 60609, USA",CULEX PIPIENS/RESTUANS,22, W 51ST ST,T061,"2200  W 51ST ST, Chicago, IL",41.801179,-87.679447,8,12,0,71.5,52.0,61.75,51.5,56.5,3.0,0.0,0.0,29.479999542236328,30.17499923706055,3.9500000476837163,6.5,4.800000190734863,0.0,0.0,0.0,0.0,0.0,1758.0,533.0
5810,5810,2009-09-17,"3500 West 51st Street, Chicago, IL 60632, USA",CULEX PIPIENS/RESTUANS,35, W 51ST ST,T062,"3500  W 51ST ST, Chicago, IL",41.800737,-87.71188000000002,8,1,0,71.5,52.0,61.75,51.5,56.5,3.0,0.0,0.0,29.479999542236328,30.17499923706055,3.9500000476837163,6.5,4.800000190734863,0.0,0.0,0.0,0.0,0.0,1758.0,533.0
5811,5811,2009-09-17,"6700 South Kedzie Avenue, Chicago, IL 60629, USA",CULEX PIPIENS/RESTUANS,67, S KEDZIE AVE,T066,"6700  S KEDZIE AVE, Chicago, IL",41.77166,-87.703047,8,11,0,71.5,52.0,61.75,51.5,56.5,3.0,0.0,0.0,29.479999542236328,30.17499923706055,3.9500000476837163,6.5,4.800000190734863,0.0,0.0,0.0,0.0,0.0,1758.0,533.0
5812,5812,2009-09-17,"6700 South Kedzie Avenue, Chicago, IL 60629, USA",CULEX RESTUANS,67, S KEDZIE AVE,T066,"6700  S KEDZIE AVE, Chicago, IL",41.77166,-87.703047,8,2,0,71.5,52.0,61.75,51.5,56.5,3.0,0.0,0.0,29.479999542236328,30.17499923706055,3.9500000476837163,6.5,4.800000190734863,0.0,0.0,0.0,0.0,0.0,1758.0,533.0
5813,5813,2009-09-17,"2200 West 69th Street, Chicago, IL 60636, USA",CULEX PIPIENS/RESTUANS,22, W 69TH ST,T069,"2200  W 69TH ST, Chicago, IL",41.768388,-87.678649,8,2,0,71.5,52.0,61.75,51.5,56.5,3.0,0.0,0.0,29.479999542236328,30.17499923706055,3.9500000476837163,6.5,4.800000190734863,0.0,0.0,0.0,0.0,0.0,1758.0,533.0
5814,5814,2009-09-17,"1000 East 67th Street, Chicago, IL 60637, USA",CULEX PIPIENS/RESTUANS,10, E 67TH ST,T073,"1000  E 67TH ST, Chicago, IL",41.773215,-87.60088,8,13,0,71.5,52.0,61.75,51.5,56.5,3.0,0.0,0.0,29.479999542236328,30.17499923706055,3.9500000476837163,6.5,4.800000190734863,0.0,0.0,0.0,0.0,0.0,1758.0,533.0
5815,5815,2009-09-17,"1000 East 67th Street, Chicago, IL 60637, USA",CULEX RESTUANS,10, E 67TH ST,T073,"1000  E 67TH ST, Chicago, IL",41.773215,-87.60088,8,3,0,71.5,52.0,61.75,51.5,56.5,3.0,0.0,0.0,29.479999542236328,30.17499923706055,3.9500000476837163,6.5,4.800000190734863,0.0,0.0,0.0,0.0,0.0,1758.0,533.0
5816,5816,2009-09-17,"1000 East 67th Street, Chicago, IL 60637, USA",CULEX PIPIENS,10, E 67TH ST,T073,"1000  E 67TH ST, Chicago, IL",41.773215,-87.60088,8,1,0,71.5,52.0,61.75,51.5,56.5,3.0,0.0,0.0,29.479999542236328,30.17499923706055,3.9500000476837163,6.5,4.800000190734863,0.0,0.0,0.0,0.0,0.0,1758.0,533.0
5817,5817,2009-09-17,"3900 South Ashland Avenue, Chicago, IL 60609, USA",CULEX PIPIENS/RESTUANS,39, S ASHLAND AVE,T074,"3900  S ASHLAND AVE, Chicago, IL",41.822536,-87.66634300000003,9,3,0,71.5,52.0,61.75,51.5,56.5,3.0,0.0,0.0,29.479999542236328,30.17499923706055,3.9500000476837163,6.5,4.800000190734863,0.0,0.0,0.0,0.0,0.0,1758.0,533.0
5818,5818,2009-09-17,"3900 South Ashland Avenue, Chicago, IL 60609, USA",CULEX PIPIENS,39, S ASHLAND AVE,T074,"3900  S ASHLAND AVE, Chicago, IL",41.822536,-87.66634300000003,9,1,0,71.5,52.0,61.75,51.5,56.5,3.0,0.0,0.0,29.479999542236328,30.17499923706055,3.9500000476837163,6.5,4.800000190734863,0.0,0.0,0.0,0.0,0.0,1758.0,533.0
